name,foot,height,position
edmond-tapsoba,right,192,Defender - Centre-Back
edmond-tapsoba,right,192,Defender - Centre-Back
edmond-tapsoba,right,192,Defender - Centre-Back
exequiel-palacios,right,177,Midfielder - Central Midfield
exequiel-palacios,right,177,Midfielder - Central Midfield
exequiel-palacios,right,177,Midfielder - Central Midfield
fabian-ruth,left,187,Defender - Centre-Back
fabian-ruth,left,187,Defender - Centre-Back
fabian-ruth,left,187,Defender - Centre-Back
fabian-ruth,left,187,Defender - Centre-Back
florian-wirtz,right,175,Midfielder - Attacking Midfield
florian-wirtz,right,175,Midfielder - Attacking Midfield
florian-wirtz,right,175,Midfielder - Attacking Midfield
florian-wirtz,right,175,Midfielder - Attacking Midfield
jonathan-tah,right,195,Defender - Centre-Back
jonathan-tah,right,195,Defender - Centre-Back
jonathan-tah,right,195,Defender - Centre-Back
jonathan-tah,right,195,Defender - Centre-Back
jonathan-tah,right,195,Defender - Centre-Back
jonathan-tah,right,195,Defender - Centre-Back
jonathan-tah,right,195,Defender - Centre-Back
jonathan-tah,right,195,Defender - Centre-Back
julian-baumgartlinger,right,184,Midfielder - Defensive Midfield
julian-baumgartlinger,right,184,Midfielder - Defensive Midfield
julian-baumgartlinger,right,184,Midfielder - Defensive Midfield
julian-baumgartlinger,right,184,Midfielder - Defensive Midfield
julian-baumgartlinger,right,184,Midfielder - Defensive Midfield
julian-baumgartlinger,right,184,Midfielder - Defensive Midfield
julian-baumgartlinger,right,184,Midfielder - Defensive Midfield
kai-havertz,left,189,Midfielder - Attacking Midfield
kai-havertz,left,189,Midfielder - Attacking Midfield
kai-havertz,left,189,Midfielder - Attacking Midfield
kai-havertz,left,189,Midfielder - Attacking Midfield
kai-havertz,left,189,Midfielder - Attacking Midfield
karim-bellarabi,right,184,Forward - Right Winger
karim-bellarabi,right,184,Forward - Right Winger
karim-bellarabi,right,184,Forward - Right Winger
karim-bellarabi,right,184,Forward - Right Winger
karim-bellarabi,right,184,Forward - Right Winger
karim-bellarabi,right,184,Forward - Right Winger
karim-bellarabi,right,184,Forward - Right Winger
karim-bellarabi,right,184,Forward - Right Winger
karim-bellarabi,right,184,Forward - Right Winger
karim-bellarabi,right,184,Forward - Right Winger
kerem-demirbay,left,183,Midfielder - Central Midfield
kerem-demirbay,left,183,Midfielder - Central Midfield
kerem-demirbay,left,183,Midfielder - Central Midfield
kerem-demirbay,left,183,Midfielder - Central Midfield
kerem-demirbay,left,183,Midfielder - Central Midfield
kerem-demirbay,left,183,Midfielder - Central Midfield
kerem-demirbay,left,183,Midfielder - Central Midfield
kerem-demirbay,left,183,Midfielder - Central Midfield
kerem-demirbay,left,183,Midfielder - Central Midfield
kerem-demirbay,left,183,Midfielder - Central Midfield
kerem-demirbay,left,183,Midfielder - Central Midfield
kerem-demirbay,left,183,Midfielder - Central Midfield
kevin-bukusu,left,188,Defender - Centre-Back
kevin-bukusu,left,188,Defender - Centre-Back
kevin-bukusu,left,188,Defender - Centre-Back
kevin-volland,left,179,Forward - Centre-Forward
kevin-volland,left,179,Forward - Centre-Forward
kevin-volland,left,179,Forward - Centre-Forward
kevin-volland,left,179,Forward - Centre-Forward
kevin-volland,left,179,Forward - Centre-Forward
kevin-volland,left,179,Forward - Centre-Forward
kevin-volland,left,179,Forward - Centre-Forward
kevin-volland,left,179,Forward - Centre-Forward
kevin-volland,left,179,Forward - Centre-Forward
kevin-volland,left,179,Forward - Centre-Forward
lars-bender,right,185,Defender - Right-Back
lars-bender,right,185,Defender - Right-Back
lars-bender,right,185,Defender - Right-Back
lars-bender,right,185,Defender - Right-Back
lars-bender,right,185,Defender - Right-Back
leon-bailey,left,178,Forward - Left Winger
leon-bailey,left,178,Forward - Left Winger
leon-bailey,left,178,Forward - Left Winger
leon-bailey,left,178,Forward - Left Winger
lucas-alario,right,185,Forward - Centre-Forward
lucas-alario,right,185,Forward - Centre-Forward
lucas-alario,right,185,Forward - Centre-Forward
lukas-hradecky,right,192,Goalkeeper
lukas-hradecky,right,192,Goalkeeper
lukas-hradecky,right,192,Goalkeeper
lukas-hradecky,right,192,Goalkeeper
lukas-hradecky,right,192,Goalkeeper
lukas-hradecky,right,192,Goalkeeper
lukas-hradecky,right,192,Goalkeeper
marc-lamti,right,196,Midfielder - Defensive Midfield
marc-lamti,right,196,Midfielder - Defensive Midfield
marc-lamti,right,196,Midfielder - Defensive Midfield
marcel-johnen,right,196,Goalkeeper
marcel-johnen,right,196,Goalkeeper
marcel-johnen,right,196,Goalkeeper
marcel-lotka,right,190,Goalkeeper
marcel-lotka,right,190,Goalkeeper
marcel-lotka,right,190,Goalkeeper
marcel-lotka,right,190,Goalkeeper
marcel-lotka,right,190,Goalkeeper
marcel-lotka,right,190,Goalkeeper
marco-wolff,left,190,Goalkeeper
marco-wolff,left,190,Goalkeeper
marvin-dose,left,190,Defender
mitchell-weiser,right,177,Defender - Right-Back
mitchell-weiser,right,177,Defender - Right-Back
mitchell-weiser,right,177,Defender - Right-Back
mitchell-weiser,right,177,Defender - Right-Back
mitchell-weiser,right,177,Defender - Right-Back
mitchell-weiser,right,177,Defender - Right-Back
mitchell-weiser,right,177,Defender - Right-Back
mitchell-weiser,right,177,Defender - Right-Back
moussa-diaby,left,170,Forward - Left Winger
moussa-diaby,left,170,Forward - Left Winger
moussa-diaby,left,170,Forward - Left Winger
moussa-diaby,left,170,Forward - Left Winger
moussa-diaby,left,170,Forward - Left Winger
moussa-diaby,left,170,Forward - Left Winger
moussa-diaby,left,170,Forward - Left Winger
nadiem-amiri,right,180,Midfielder - Attacking Midfield
nadiem-amiri,right,180,Midfielder - Attacking Midfield
nadiem-amiri,right,180,Midfielder - Attacking Midfield
nadiem-amiri,right,180,Midfielder - Attacking Midfield
nadiem-amiri,right,180,Midfielder - Attacking Midfield
nadiem-amiri,right,180,Midfielder - Attacking Midfield
niklas-lomb,right,186,Goalkeeper
niklas-lomb,right,186,Goalkeeper
niklas-lomb,right,186,Goalkeeper
niklas-lomb,right,186,Goalkeeper
niklas-lomb,right,186,Goalkeeper
niklas-lomb,right,186,Goalkeeper
niklas-lomb,right,186,Goalkeeper
niklas-lomb,right,186,Goalkeeper
niklas-lomb,right,186,Goalkeeper
paulinho,right,183,Midfielder - Central Midfield
paulinho,right,183,Midfielder - Central Midfield
paulinho,right,183,Midfielder - Central Midfield
paulinho,right,183,Midfielder - Central Midfield
paulinho,right,183,Midfielder - Central Midfield
paulinho,right,183,Midfielder - Central Midfield
paulinho,right,183,Midfielder - Central Midfield
paulinho,right,183,Midfielder - Central Midfield
paulinho,right,183,Midfielder - Central Midfield
paulinho,right,183,Midfielder - Central Midfield
paulinho,right,183,Midfielder - Central Midfield
paulinho,right,183,Midfielder - Central Midfield
paulinho,right,183,Midfielder - Central Midfield
paulinho,right,183,Midfielder - Central Midfield
paulinho,right,183,Midfielder - Central Midfield
paulinho,right,183,Midfielder - Central Midfield
phil-kemper,left,183,Defender - Left-Back
phil-kemper,left,183,Defender - Left-Back
ramazan-ozcan,left,185,Goalkeeper
ramazan-ozcan,left,185,Goalkeeper
ramazan-ozcan,left,185,Goalkeeper
ramazan-ozcan,left,185,Goalkeeper
ramazan-ozcan,left,185,Goalkeeper
ramazan-ozcan,left,185,Goalkeeper
ramazan-ozcan,left,185,Goalkeeper
ramazan-ozcan,left,185,Goalkeeper
ramazan-ozcan,left,185,Goalkeeper
ramazan-ozcan,left,185,Goalkeeper
ramazan-ozcan,left,185,Goalkeeper
ramazan-ozcan,left,185,Goalkeeper
ramazan-ozcan,left,185,Goalkeeper
sven-bender,right,186,Defender - Centre-Back
sven-bender,right,186,Defender - Centre-Back
sven-bender,right,186,Defender - Centre-Back
sven-bender,right,186,Defender - Centre-Back
sven-bender,right,186,Defender - Centre-Back
sven-bender,right,186,Defender - Centre-Back
wendell,left,176,Defender - Left-Back
wendell,left,176,Defender - Left-Back
wendell,left,176,Defender - Left-Back
wendell,left,176,Defender - Left-Back
achraf-hakimi,right,181,Midfielder - Right Midfield
achraf-hakimi,right,181,Midfielder - Right Midfield
achraf-hakimi,right,181,Midfielder - Right Midfield
achraf-hakimi,right,181,Midfielder - Right Midfield
achraf-hakimi,right,181,Midfielder - Right Midfield
achraf-hakimi,right,181,Midfielder - Right Midfield
axel-witsel,right,188,Midfielder - Defensive Midfield
axel-witsel,right,188,Midfielder - Defensive Midfield
axel-witsel,right,188,Midfielder - Defensive Midfield
axel-witsel,right,188,Midfielder - Defensive Midfield
axel-witsel,right,188,Midfielder - Defensive Midfield
axel-witsel,right,188,Midfielder - Defensive Midfield
axel-witsel,right,188,Midfielder - Defensive Midfield
emre-can,right,186,Midfielder - Defensive Midfield
emre-can,right,186,Midfielder - Defensive Midfield
emre-can,right,186,Midfielder - Defensive Midfield
emre-can,right,186,Midfielder - Defensive Midfield
emre-can,right,186,Midfielder - Defensive Midfield
emre-can,right,186,Midfielder - Defensive Midfield
emre-can,right,186,Midfielder - Defensive Midfield
emre-can,right,186,Midfielder - Defensive Midfield
emre-can,right,186,Midfielder - Defensive Midfield
emre-can,right,186,Midfielder - Defensive Midfield
emre-can,right,186,Midfielder - Defensive Midfield
erling-haaland,left,194,Forward - Centre-Forward
erling-haaland,left,194,Forward - Centre-Forward
erling-haaland,left,194,Forward - Centre-Forward
erling-haaland,left,194,Forward - Centre-Forward
giovanni-reyna,right,183,Midfielder - Attacking Midfield
giovanni-reyna,right,183,Midfielder - Attacking Midfield
jadon-sancho,right,180,Forward - Right Winger
jadon-sancho,right,180,Forward - Right Winger
jadon-sancho,right,180,Forward - Right Winger
julian-brandt,right,185,Midfielder - Central Midfield
julian-brandt,right,185,Midfielder - Central Midfield
julian-brandt,right,185,Midfielder - Central Midfield
julian-brandt,right,185,Midfielder - Central Midfield
julian-brandt,right,185,Midfielder - Central Midfield
leonardo-balerdi,right,187,Defender - Centre-Back
leonardo-balerdi,right,187,Defender - Centre-Back
leonardo-balerdi,right,187,Defender - Centre-Back
leonardo-balerdi,right,187,Defender - Centre-Back
leonardo-balerdi,right,187,Defender - Centre-Back
lukasz-piszczek,right,184,Defender - Right-Back
lukasz-piszczek,right,184,Defender - Right-Back
lukasz-piszczek,right,184,Defender - Right-Back
lukasz-piszczek,right,184,Defender - Right-Back
lukasz-piszczek,right,184,Defender - Right-Back
lukasz-piszczek,right,184,Defender - Right-Back
mahmoud-dahoud,right,178,Midfielder - Central Midfield
mahmoud-dahoud,right,178,Midfielder - Central Midfield
mahmoud-dahoud,right,178,Midfielder - Central Midfield
mahmoud-dahoud,right,178,Midfielder - Central Midfield
manuel-akanji,right,187,Defender - Centre-Back
manuel-akanji,right,187,Defender - Centre-Back
manuel-akanji,right,187,Defender - Centre-Back
manuel-akanji,right,187,Defender - Centre-Back
immanuel-pherai,right,187,Midfielder - Attacking Midfield
immanuel-pherai,right,187,Midfielder - Attacking Midfield
immanuel-pherai,right,187,Midfielder - Attacking Midfield
immanuel-pherai,right,187,Midfielder - Attacking Midfield
immanuel-pherai,right,187,Midfielder - Attacking Midfield
immanuel-pherai,right,187,Midfielder - Attacking Midfield
immanuel-pherai,right,187,Midfielder - Attacking Midfield
marcel-schmelzer,left,180,Defender - Left-Back
marcel-schmelzer,left,180,Defender - Left-Back
marcel-schmelzer,left,180,Defender - Left-Back
marcel-schmelzer,left,180,Defender - Left-Back
marcel-schmelzer,left,180,Defender - Left-Back
marco-reus,right,180,Midfielder - Attacking Midfield
marco-reus,right,180,Midfielder - Attacking Midfield
marco-reus,right,180,Midfielder - Attacking Midfield
marco-reus,right,180,Midfielder - Attacking Midfield
marco-reus,right,180,Midfielder - Attacking Midfield
marco-reus,right,180,Midfielder - Attacking Midfield
marco-reus,right,180,Midfielder - Attacking Midfield
mario-gotze,right,176,Midfielder - Attacking Midfield
mario-gotze,right,176,Midfielder - Attacking Midfield
mario-gotze,right,176,Midfielder - Attacking Midfield
mario-gotze,right,176,Midfielder - Attacking Midfield
mario-gotze,right,176,Midfielder - Attacking Midfield
mario-gotze,right,176,Midfielder - Attacking Midfield
mario-gotze,right,176,Midfielder - Attacking Midfield
mario-gotze,right,176,Midfielder - Attacking Midfield
marwin-hitz,right,194,Goalkeeper
marwin-hitz,right,194,Goalkeeper
marwin-hitz,right,194,Goalkeeper
marwin-hitz,right,194,Goalkeeper
marwin-hitz,right,194,Goalkeeper
marwin-hitz,right,194,Goalkeeper
marwin-hitz,right,194,Goalkeeper
marwin-hitz,right,194,Goalkeeper
mateu-morey,right,173,Defender - Right-Back
mateu-morey,right,173,Defender - Right-Back
mateu-morey,right,173,Defender - Right-Back
mats-hummels,right,191,Defender - Centre-Back
mats-hummels,right,191,Defender - Centre-Back
mats-hummels,right,191,Defender - Centre-Back
mats-hummels,right,191,Defender - Centre-Back
mats-hummels,right,191,Defender - Centre-Back
mats-hummels,right,191,Defender - Centre-Back
mats-hummels,right,191,Defender - Centre-Back
mats-hummels,right,191,Defender - Centre-Back
mats-hummels,right,191,Defender - Centre-Back
nico-schulz,left,180,Defender - Left-Back
nico-schulz,left,180,Defender - Left-Back
nico-schulz,left,180,Defender - Left-Back
nico-schulz,left,180,Defender - Left-Back
nico-schulz,left,180,Defender - Left-Back
nico-schulz,left,180,Defender - Left-Back
nico-schulz,left,180,Defender - Left-Back
raphael-guerreiro,left,170,Midfielder - Left Midfield
raphael-guerreiro,left,170,Midfielder - Left Midfield
raphael-guerreiro,left,170,Midfielder - Left Midfield
raphael-guerreiro,left,170,Midfielder - Left Midfield
roman-burki,right,187,Goalkeeper
roman-burki,right,187,Goalkeeper
roman-burki,right,187,Goalkeeper
roman-burki,right,187,Goalkeeper
roman-burki,right,187,Goalkeeper
roman-burki,right,187,Goalkeeper
roman-burki,right,187,Goalkeeper
roman-burki,right,187,Goalkeeper
roman-burki,right,187,Goalkeeper
roman-burki,right,187,Goalkeeper
roman-burki,right,187,Goalkeeper
roman-burki,right,187,Goalkeeper
thomas-delaney,left,182,Midfielder - Central Midfield
thomas-delaney,left,182,Midfielder - Central Midfield
thomas-delaney,left,182,Midfielder - Central Midfield
