,name,age,date,mv
26995,felipe,23,12,4500000
26996,felipe,23,11,4500000
26997,felipe,22,11,4500000
26998,felipe,22,11,4500000
26999,felipe,22,11,4500000
27000,filippo-faggi,17,20,90000
27001,filippo-faggi,16,19,90000
27002,francesco-vicari,22,16,360000
27003,francesco-vicari,19,13,68000
27004,francesco-vicari,18,12,360000
27005,franck-teyou,17,19,360000
27006,franck-teyou,16,18,360000
27007,gabriel-strefezza,22,19,270000
27008,gabriel-strefezza,21,18,225000
27009,gabriel-strefezza,21,18,225000
27010,gabriel-strefezza,20,17,68000
27011,gabriel-strefezza,20,17,23000
27012,gabriel-strefezza,19,16,23000
27013,gabriel-strefezza,18,15,23000
27014,gabriele-selleri,18,21,360000
27015,gabriele-selleri,17,20,360000
27016,gabriele-selleri,16,19,360000
27017,gabriele-selleri,15,18,360000
27018,georgi-tunjov,19,20,360000
27019,georgi-tunjov,17,18,360000
27020,georgi-tunjov,16,17,360000
27021,georgi-tunjov,15,16,360000
27022,gracjan-szyszka,18,21,360000
27023,gracjan-szyszka,17,20,360000
27024,gracjan-szyszka,17,20,360000
27025,gracjan-szyszka,16,19,360000
27026,ionut-batanasi,17,20,360000
27027,ionut-batanasi,16,19,360000
27028,jacopo-sala,28,20,900000
27029,jacopo-sala,27,19,1440000
27030,jacopo-sala,24,16,2250000
27031,jacopo-sala,24,16,2250000
27032,jacopo-sala,24,16,2250000
27033,jacopo-sala,21,13,630000
27034,jacopo-sala,19,11,630000
27035,jacopo-sala,17,9,630000
27036,jacopo-sala,15,7,630000
27037,jacopo-sala,9,1,630000
27038,jakub-iskra,17,19,630000
27039,jakub-iskra,16,18,630000
27040,jaume-cuellar,18,19,630000
27041,jaume-cuellar,17,18,630000
27042,jaume-cuellar,16,17,630000
27043,jionathan-campagna,17,19,630000
27044,jionathan-campagna,16,18,630000
27045,jionathan-campagna,16,18,630000
27046,jionathan-campagna,15,17,630000
27047,karlo-letica,24,21,810000
27048,karlo-letica,23,20,810000
27049,karlo-letica,23,20,810000
27050,karlo-letica,22,19,1620000
27051,karlo-letica,21,18,765000
27052,karlo-letica,20,17,765000
27053,karlo-letica,19,16,765000
27054,karlo-letica,19,16,765000
27055,karlo-letica,19,15,765000
27056,karlo-letica,18,15,765000
27057,karlo-letica,18,15,765000
27058,karlo-letica,18,15,765000
27059,karlo-letica,17,14,765000
27060,karlo-letica,15,12,765000
27061,karlo-letica,11,8,765000
27062,kevin-bonifazi,25,21,3600000
27063,kevin-bonifazi,24,20,3600000
27064,kevin-bonifazi,24,20,3600000
27065,kevin-bonifazi,24,20,3600000
27066,kevin-bonifazi,24,20,4500000
27067,kevin-bonifazi,23,19,4950000
27068,kevin-bonifazi,22,18,1350000
27069,kevin-bonifazi,21,17,900000
27070,kevin-bonifazi,20,16,113000
27071,kevin-bonifazi,20,16,113000
27072,kevin-bonifazi,20,16,135000
27073,kevin-bonifazi,20,16,135000
27074,kevin-bonifazi,19,15,135000
27075,kevin-bonifazi,19,15,135000
27076,kevin-bonifazi,18,14,68000
27077,kevin-bonifazi,16,12,135000
27078,lorenzo-babbi,21,21,68000
27079,lorenzo-babbi,20,20,68000
27080,lorenzo-babbi,20,20,68000
27081,lorenzo-babbi,19,19,68000
27082,lorenzo-babbi,18,18,68000
27083,lorenzo-babbi,17,17,68000
27084,lorenzo-babbi,16,16,68000
27085,lorenzo-valesani,20,21,23000
27086,lorenzo-valesani,19,20,23000
27087,lorenzo-valesani,17,18,23000
27088,lorenzo-valesani,16,17,23000
27089,luca-magnanini,17,20,23000
27090,luca-magnanini,16,19,23000
27091,lucas-castro,31,20,1980000
27092,lucas-castro,31,20,1980000
27093,lucas-castro,31,20,5400000
27094,lucas-castro,29,18,6300000
27095,lucas-castro,26,15,2520000
27096,lucas-castro,23,12,1980000
27097,lucas-castro,22,11,810000
27098,lucas-castro,20,9,23000
27099,lucas-castro,20,9,810000
27100,marco-dalessandro,29,20,1620000
27101,marco-dalessandro,29,20,1620000
27102,marco-dalessandro,28,19,1800000
27103,marco-dalessandro,28,19,1800000
27104,marco-dalessandro,27,18,2250000
27105,marco-dalessandro,27,18,2250000
27106,marco-dalessandro,26,17,1350000
27107,marco-dalessandro,23,14,1440000
27108,marco-dalessandro,23,14,1440000
27109,marco-dalessandro,22,13,1080000
27110,marco-dalessandro,22,13,810000
27111,marco-dalessandro,21,12,720000
27112,marco-dalessandro,21,12,720000
27113,marco-dalessandro,20,11,765000
27114,marco-dalessandro,20,11,765000
27115,marco-dalessandro,20,11,900000
27116,marco-dalessandro,20,11,900000
27117,marco-dalessandro,19,10,720000
27118,marco-dalessandro,19,10,720000
27119,marco-dalessandro,18,9,720000
27120,marco-dalessandro,16,7,720000
27121,marco-dalessandro,14,5,720000
27122,marco-forapani,17,20,810000
27123,marco-forapani,16,19,810000
27124,marco-meneghetti,20,21,68000
27125,marco-meneghetti,19,20,68000
27126,marco-meneghetti,18,19,68000
27127,marco-meneghetti,18,19,45000
27128,marco-meneghetti,18,19,45000
27129,marco-meneghetti,16,17,45000
27130,mark-csinger,17,20,45000
27131,mark-csinger,16,19,45000
27132,matias-romagnoli,17,20,45000
27133,matias-romagnoli,16,19,45000
27134,matteo-borsoi,17,20,45000
27135,matteo-borsoi,16,19,45000
27136,matteo-borsoi,15,18,45000
27137,mattia-roda,17,20,45000
27138,mattia-roda,16,19,45000
27139,mattia-roda,15,18,45000
27140,mattia-valoti,26,19,900000
27141,mattia-valoti,26,19,900000
27142,mattia-valoti,25,18,900000
27143,mattia-valoti,23,16,270000
27144,mattia-valoti,23,16,360000
27145,mattia-valoti,23,16,360000
27146,mattia-valoti,22,15,405000
27147,mattia-valoti,22,15,405000
27148,mattia-valoti,22,15,405000
27149,mattia-valoti,21,14,360000
27150,mattia-valoti,20,13,720000
27151,mattia-valoti,18,11,270000
27152,mattia-valoti,17,10,720000
27153,maurice-gomis,21,19,23000
27154,maurice-gomis,21,19,45000
27155,maurice-gomis,21,19,45000
27156,maurice-gomis,20,18,45000
27157,maurice-gomis,20,18,45000
27158,maurice-gomis,19,17,45000
27159,maurice-gomis,18,16,45000
27160,maurice-gomis,18,16,45000
27161,maurice-gomis,18,16,45000
27162,maurice-gomis,18,16,45000
27163,maurice-gomis,17,15,45000
27164,maurice-gomis,17,15,45000
27165,michael-siviero,18,18,45000
27166,michael-siviero,18,18,45000
27167,michael-siviero,17,17,45000
27168,mikael-egill-ellertsson,17,19,45000
27169,mikael-egill-ellertsson,16,18,45000
27170,mikael-egill-ellertsson,16,18,45000
27171,mirko-valdifiori,34,20,360000
27172,mirko-valdifiori,32,18,900000
27173,mirko-valdifiori,30,16,3600000
27174,mirko-valdifiori,29,15,5400000
27175,mirko-valdifiori,22,8,5400000
27176,mirko-valdifiori,21,7,5400000
27177,mirko-valdifiori,20,6,5400000
27178,mirko-valdifiori,18,4,5400000
27179,mohamed-fares,24,20,6300000
27180,mohamed-fares,23,19,5400000
27181,mohamed-fares,23,19,5400000
27182,mohamed-fares,22,18,4050000
27183,mohamed-fares,19,15,90000
27184,mohamed-fares,17,13,90000
27185,mohamed-fares,17,13,90000
27186,nenad-tomovi%C4%87,33,20,360000
27187,nenad-tomovi%C4%87,33,20,360000
27188,nenad-tomovi%C4%87,32,19,540000
27189,nenad-tomovi%C4%87,31,18,1350000
27190,nenad-tomovi%C4%87,31,18,1350000
27191,nenad-tomovi%C4%87,30,17,2970000
27192,nenad-tomovi%C4%87,25,12,1170000
27193,nenad-tomovi%C4%87,25,12,1170000
27194,nenad-tomovi%C4%87,24,11,1620000
27195,nenad-tomovi%C4%87,24,11,1620000
27196,nenad-tomovi%C4%87,24,11,1800000
27197,nenad-tomovi%C4%87,22,9,1580000
27198,nenad-tomovi%C4%87,21,8,68000
27199,nenad-tomovi%C4%87,19,6,68000
27200,nenad-tomovi%C4%87,19,6,68000
27201,nicola-salvemini,18,21,68000
27202,nicola-salvemini,17,20,68000
27203,nicola-salvemini,16,19,68000
27204,nicola-salvemini,14,17,68000
27205,oscar-uddenas,18,20,68000
27206,oscar-uddenas,17,19,68000
27207,paolo-cannistra,21,21,90000
27208,paolo-cannistra,20,20,90000
27209,paolo-cannistra,19,19,23000
27210,paolo-cannistra,17,17,23000
27211,paolo-cannistra,17,17,23000
27212,paolo-cannistra,17,17,23000
27213,patryk-peda,17,19,23000
27214,patryk-peda,17,19,23000
27215,patryk-peda,17,19,23000
27216,raffaele-spina,18,20,23000
27217,raffaele-spina,18,20,23000
27218,raffaele-spina,17,19,23000
27219,raffaele-spina,17,19,23000
27220,raffaele-spina,16,18,23000
27221,raffaele-spina,14,16,23000
27222,ricardo-farcas,20,20,45000
27223,ricardo-farcas,18,18,45000
27224,ricardo-farcas,17,17,45000
27225,ricardo-farcas,16,16,45000
27226,riccardo-alessio,20,21,45000
27227,riccardo-alessio,19,20,45000
27228,riccardo-alessio,17,18,45000
27229,riccardo-dantoni,17,20,45000
27230,riccardo-dantoni,17,20,45000
27231,riccardo-mastrilli,23,20,68000
27232,riccardo-mastrilli,22,19,90000
27233,riccardo-mastrilli,22,19,68000
27234,riccardo-mastrilli,22,19,68000
27235,riccardo-mastrilli,21,18,68000
27236,riccardo-mastrilli,21,18,68000
27237,riccardo-mastrilli,20,17,45000
27238,riccardo-mastrilli,20,17,45000
27239,riccardo-mastrilli,19,16,45000
27240,sergio-floccari,35,17,360000
27241,sergio-floccari,34,16,450000
27242,sergio-floccari,32,14,2070000
27243,sergio-floccari,30,12,4500000
27244,sergio-floccari,29,11,7200000
27245,sergio-floccari,28,10,9000000
27246,sergio-floccari,28,10,9000000
27247,sergio-floccari,28,10,9900000
27248,sergio-floccari,27,9,8100000
27249,sergio-floccari,25,7,1400000
27250,sergio-floccari,24,6,180000
27251,sergio-floccari,21,3,180000
27252,sergio-floccari,20,2,180000
27253,sergio-floccari,19,1,180000
27254,sergio-floccari,17,99,180000
27255,sergio-floccari,16,98,180000
27256,sergio-floccari,15,97,180000
27257,simone-missiroli,32,18,1980000
27258,simone-missiroli,26,12,1080000
27259,simone-missiroli,25,11,1080000
27260,simone-missiroli,25,11,1080000
27261,simone-missiroli,23,9,720000
27262,simone-missiroli,22,8,1260000
27263,simone-missiroli,19,5,720000
27264,thiago-cionek,34,20,405000
27265,thiago-cionek,32,18,540000
27266,thiago-cionek,30,16,630000
27267,thiago-cionek,28,14,540000
27268,thiago-cionek,28,14,315000
27269,thiago-cionek,27,13,315000
27270,thiago-cionek,26,12,585000
27271,thiago-cionek,22,8,585000
27272,thiago-cionek,21,7,585000
27273,thiago-cionek,21,7,585000
27274,thomas-maneo,17,20,585000
27275,thomas-maneo,16,19,585000
27276,alejandro-marcos,20,20,23000
27277,alejandro-marcos,19,19,23000
27278,alejandro-marcos,18,18,23000
27279,alejandro-marcos,16,16,23000
27280,alessandro-mirabelli,18,20,23000
27281,alessandro-mirabelli,17,19,23000
27282,alessandro-mirabelli,16,18,23000
27283,alessandro-mirabelli,16,18,23000
27284,alessandro-mirabelli,14,16,23000
27285,alessio-buono,18,20,23000
27286,alessio-buono,17,19,23000
27287,alex-berenguer,25,20,5400000
27288,alex-berenguer,22,17,5400000
27289,alex-berenguer,20,15,5400000
27290,alex-berenguer,19,14,5400000
27291,andrea-basso,37,13,5400000
27292,andrea-basso,29,5,5400000
27293,andrea-basso,28,4,5400000
27294,andrea-basso,27,3,5400000
27295,andrea-basso,26,2,5400000
27296,andrea-basso,23,99,5400000
27297,andrea-basso,19,95,5400000
27298,andrea-basso,18,94,5400000
27299,andrea-belotti,21,15,4500000
27300,andrea-belotti,20,14,2250000
27301,andrea-belotti,20,14,2250000
27302,andrea-belotti,19,13,720000
27303,andrea-belotti,18,12,225000
27304,andrei-anton,17,20,225000
27305,andrei-anton,16,19,225000
27306,antonio-rosati,35,18,225000
27307,antonio-rosati,32,15,450000
27308,antonio-rosati,32,15,450000
27309,antonio-rosati,31,14,720000
27310,antonio-rosati,31,14,720000
27311,antonio-rosati,31,14,720000
27312,antonio-rosati,30,13,900000
27313,antonio-rosati,28,11,2520000
27314,antonio-rosati,23,5,45000
27315,antonio-rosati,22,5,45000
27316,antonio-rosati,19,2,45000
27317,antonio-rosati,18,1,45000
27318,armando-izzo,26,18,7650000
27319,armando-izzo,22,14,720000
27320,armando-izzo,20,12,158000
27321,armando-izzo,20,11,90000
27322,armando-izzo,19,11,90000
27323,armando-izzo,18,10,90000
27324,augustinas-klimavicius,20,21,68000
27325,augustinas-klimavicius,19,20,68000
27326,augustinas-klimavicius,19,20,68000
27327,augustinas-klimavicius,19,20,68000
27328,augustinas-klimavicius,18,19,68000
27329,augustinas-klimavicius,17,18,68000
27330,augustinas-klimavicius,16,17,68000
27331,augustinas-klimavicius,15,16,68000
27332,bogdan-stauciuc,18,20,68000
27333,bogdan-stauciuc,17,19,68000
27334,bremer,21,18,900000
27335,bremer,21,18,900000
27336,bremer,20,17,900000
27337,bremer,20,16,900000
27338,bremer,19,16,900000
27339,brijan-ibrahimi,20,21,23000
27340,brijan-ibrahimi,19,20,23000
27341,brijan-ibrahimi,18,19,23000
27342,brijan-ibrahimi,18,19,23000
27343,brijan-ibrahimi,17,18,23000
27344,brijan-ibrahimi,17,18,23000
27345,brijan-ibrahimi,17,18,23000
27346,brijan-ibrahimi,16,17,23000
27347,brijan-ibrahimi,14,15,23000
27348,carlo-pirola,18,20,23000
27349,carlo-pirola,17,19,23000
27350,carlo-pirola,16,18,23000
27351,christ-kouadio,19,20,90000
27352,christ-kouadio,18,19,135000
27353,christ-kouadio,16,17,68000
27354,christian-celesia,17,19,68000
27355,christian-celesia,16,18,68000
27356,christian-novelli,18,20,68000
27357,christian-novelli,17,19,68000
27358,cristian-ansaldi,33,19,4500000
27359,cristian-ansaldi,33,19,4500000
27360,cristian-ansaldi,31,17,4950000
27361,cristian-ansaldi,30,16,5400000
27362,cristian-ansaldi,30,16,5400000
27363,cristian-ansaldi,30,16,5400000
27364,cristian-ansaldi,29,15,5400000
27365,cristian-ansaldi,29,15,8100000
27366,cristian-ansaldi,28,14,8100000
27367,cristian-ansaldi,27,13,9000000
27368,cristian-ansaldi,22,8,1080000
27369,cristian-ansaldi,19,5,9000000
27370,damiano-cancellieri,19,20,23000
27371,damiano-cancellieri,19,20,23000
27372,damiano-cancellieri,18,19,23000
27373,damiano-cancellieri,17,18,23000
27374,daniele-baselli,23,15,3420000
27375,daniele-baselli,21,13,810000
27376,daniele-baselli,20,12,135000
27377,daniele-baselli,20,12,135000
27378,daniele-baselli,19,11,135000
27379,daniele-favale,18,20,135000
27380,daniele-favale,17,19,135000
27381,daniele-favale,17,19,135000
27382,daniele-favale,15,17,135000
27383,daniele-favale,14,16,135000
27384,demis-maugeri,17,20,135000
27385,demis-maugeri,16,19,135000
27386,deniss-melniks,18,20,135000
27387,deniss-melniks,17,19,135000
27388,derrick-gyimah,17,20,135000
27389,derrick-gyimah,16,19,135000
27390,derrick-gyimah,15,18,135000
27391,diego-barbieri,17,20,135000
27392,diego-barbieri,16,19,135000
27393,diego-barbieri,14,17,135000
27394,diego-la-rotonda,18,20,135000
27395,diego-la-rotonda,17,19,135000
27396,diego-la-rotonda,16,18,135000
27397,diego-morra-bean,18,20,135000
27398,diego-morra-bean,18,20,135000
27399,diego-morra-bean,17,19,135000
27400,diego-morra-bean,16,18,135000
27401,edoardo-bedetti,18,20,135000
27402,edoardo-bedetti,18,20,135000
27403,edoardo-bedetti,17,19,135000
27404,edoardo-bedetti,17,19,135000
27405,edoardo-bedetti,16,18,135000
27406,edoardo-fiorio,19,20,135000
27407,edoardo-fiorio,18,19,135000
27408,edoardo-fiorio,17,18,135000
27409,edoardo-fiorio,17,18,135000
27410,edoardo-fiorio,16,17,135000
27411,edoardo-malvezzi,19,21,135000
27412,edoardo-malvezzi,18,20,135000
27413,edoardo-malvezzi,18,20,135000
27414,edoardo-malvezzi,18,20,135000
27415,edoardo-priore,18,20,135000
27416,edoardo-priore,18,20,135000
27417,edoardo-priore,17,19,135000
27418,edoardo-priore,16,18,135000
27419,emanuele-capistrano,17,20,135000
27420,emanuele-capistrano,16,19,135000
27421,emin-ghazoini,19,20,135000
27422,emin-ghazoini,19,20,135000
27423,emin-ghazoini,18,19,135000
27424,emin-ghazoini,17,18,135000
27425,fabio-gonella,20,20,23000
27426,fabio-gonella,19,19,23000
27427,fabio-gonella,19,19,23000
27428,fabio-gonella,17,17,23000
27429,fabio-gonella,16,16,23000
27430,federico-calori,20,20,23000
27431,federico-calori,18,18,23000
27432,federico-calori,18,18,23000
27433,federico-calori,17,17,23000
27434,federico-rotella,19,20,23000
27435,federico-rotella,18,19,23000
27436,federico-rotella,17,18,23000
27437,federico-rotella,16,17,23000
27438,federico-todisco,17,20,23000
27439,federico-todisco,16,19,23000
27440,federico-todisco,15,18,23000
27441,francesco-bongiovanni,19,20,23000
27442,francesco-bongiovanni,18,19,23000
27443,francesco-bongiovanni,17,18,23000
27444,jean-freddi-greco,18,19,23000
27445,jean-freddi-greco,17,18,23000
27446,jean-freddi-greco,16,17,23000
27447,jean-freddi-greco,6,7,23000
27448,gabriel-anyimah,17,20,23000
27449,gabriel-anyimah,16,19,23000
27450,gabriele-aita,18,20,23000
27451,gabriele-aita,17,19,23000
27452,gabriele-savino,19,20,23000
27453,gabriele-savino,18,19,23000
27454,gabriele-savino,17,18,23000
27455,giacomo-siniega,18,19,23000
27456,giacomo-siniega,18,19,23000
27457,giacomo-siniega,17,18,23000
27458,giacomo-siniega,17,18,23000
27459,giacomo-siniega,17,18,23000
27460,giacomo-siniega,16,17,23000
27461,gianluca-parpinel,20,21,23000
27462,gianluca-parpinel,19,20,23000
27463,gianluca-parpinel,19,20,23000
27464,gianluca-parpinel,18,19,23000
27465,gianluca-parpinel,17,18,23000
27466,gideon-obu,18,20,23000
27467,gideon-obu,17,19,23000
27468,giorgio-savini,17,20,23000
27469,giorgio-savini,17,19,23000
27470,giorgio-savini,16,19,23000
27471,koffi-djidji,28,21,2700000
27472,koffi-djidji,27,20,2700000
27473,koffi-djidji,26,19,4500000
27474,koffi-djidji,26,19,4500000
27475,koffi-djidji,25,18,3150000
27476,koffi-djidji,18,11,4500000
27477,leonardo-vespa,16,19,4500000
27478,lorenzo-de-silvestri,32,20,2250000
27479,lorenzo-de-silvestri,28,16,4500000
27480,lorenzo-de-silvestri,26,14,3600000
27481,lorenzo-de-silvestri,26,14,3150000
27482,lorenzo-de-silvestri,24,12,3600000
27483,lorenzo-de-silvestri,21,9,2880000
27484,lorenzo-de-silvestri,19,7,135000
27485,lorenzo-galfano,16,20,135000
27486,lorenzo-galfano,15,19,135000
27487,lorenzo-peirano,19,21,135000
27488,lorenzo-peirano,18,20,135000
27489,lorenzo-peirano,17,19,135000
27490,lorenzo-peirano,16,18,135000
27491,lorenzo-valentini,22,20,23000
27492,lorenzo-valentini,21,19,23000
27493,lorenzo-valentini,19,17,23000
27494,lorenzo-valentini,17,15,23000
27495,lorenzo-valentini,16,14,23000
27496,luca-pesce,18,20,23000
27497,luca-pesce,18,20,23000
27498,luca-pesce,17,19,23000
27499,luca-pesce,17,19,23000
27500,luca-pesce,17,19,23000
27501,luca-pesce,16,18,23000
27502,luca-pesce,15,17,23000
27503,luca-lewis,19,20,45000
27504,luca-lewis,18,19,45000
27505,luca-lewis,17,18,45000
27506,luca-lewis,16,17,45000
27507,luca-trombini,20,21,23000
27508,luca-trombini,19,20,23000
27509,luca-trombini,18,19,23000
27510,luca-trombini,17,18,23000
27511,luca-trombini,16,17,23000
27512,luca-trombini,15,16,23000
27513,luka-markovic,21,21,68000
27514,luka-markovic,20,20,68000
27515,luka-markovic,20,20,68000
27516,luka-markovic,20,20,68000
27517,luka-markovic,19,19,90000
27518,luka-markovic,19,19,90000
27519,luka-markovic,18,18,90000
27520,luka-markovic,18,18,45000
27521,luka-markovic,18,18,90000
27522,lyanco,22,19,7200000
27523,lyanco,22,19,3420000
27524,lyanco,20,17,675000
27525,lyanco,18,15,675000
27526,lyanco,18,15,675000
27527,marco-garetto,20,21,23000
27528,marco-garetto,19,20,23000
27529,marco-garetto,18,19,23000
27530,marco-garetto,17,18,23000
27531,marco-juricic,17,20,23000
27532,marco-juricic,16,19,23000
27533,marius-cotruta,18,20,23000
27534,marius-cotruta,17,19,23000
27535,massimo-tesio,18,20,23000
27536,massimo-tesio,17,19,23000
27537,mateus-greco,17,20,23000
27538,mateus-greco,17,20,23000
27539,mateus-greco,16,19,23000
27540,matteo-eordea,17,20,23000
27541,matteo-eordea,16,19,23000
27542,matteo-eordea,15,18,23000
27543,matteo-fiorenza,17,20,23000
27544,matteo-fiorenza,16,19,23000
27545,matteo-fiorenza,14,17,23000
27546,matteo-formia,18,20,23000
27547,matteo-formia,17,19,23000
27548,matteo-formia,17,19,23000
27549,matteo-formia,16,18,23000
27550,mattia-de-rigo,20,21,45000
27551,mattia-de-rigo,19,20,45000
27552,mattia-de-rigo,19,20,45000
27553,mattia-de-rigo,19,20,45000
27554,mattia-de-rigo,17,18,45000
27555,mattia-de-rigo,17,18,45000
27556,mattia-de-rigo,16,17,45000
27557,mattia-la-marca,17,20,45000
27558,mattia-la-marca,16,19,45000
27559,mattia-ordisci,17,20,45000
27560,mattia-ordisci,16,19,45000
27561,mattia-sandri,19,20,45000
27562,mattia-sandri,18,19,45000
27563,mattia-sandri,17,18,45000
27564,mattia-sandri,15,16,45000
27565,michel-ndary-adopo,20,20,135000
27566,michel-ndary-adopo,18,18,45000
27567,michele-foschi,18,20,45000
27568,michele-foschi,17,19,45000
27569,michele-foschi,16,18,45000
27570,michele-foschi,16,18,45000
27571,michele-foschi,14,16,45000
27572,michele-pane,18,20,45000
27573,michele-pane,17,19,45000
27574,mihael-onisa,21,21,68000
27575,mihael-onisa,20,20,68000
27576,mihael-onisa,19,19,90000
27577,mihael-onisa,19,19,90000
27578,mihael-onisa,18,18,45000
27579,mihael-onisa,17,17,45000
27580,mihael-onisa,16,16,45000
27581,nicholas-cocola,18,20,45000
27582,nicholas-cocola,17,19,45000
27583,nicolas-nkoulou,28,18,9000000
27584,nicolas-nkoulou,28,18,9000000
27585,nicolas-nkoulou,27,17,6750000
27586,nicolas-nkoulou,26,16,9000000
27587,nicolas-nkoulou,21,11,4500000
27588,nicolas-nkoulou,18,8,4500000
27589,nicolas-nkoulou,18,7,4500000
27590,norvin-mukiele,20,21,45000
27591,norvin-mukiele,19,20,45000
27592,norvin-mukiele,19,20,45000
27593,ola-aina,25,21,6300000
27594,ola-aina,24,20,6300000
27595,ola-aina,23,19,9000000
27596,ola-aina,23,19,9000000
27597,ola-aina,22,18,3600000
27598,ola-aina,22,18,1350000
27599,ola-aina,21,17,900000
27600,ola-aina,20,16,900000
27601,ola-aina,18,14,900000
27602,ola-aina,17,13,900000
27603,patrick-enrici,19,20,23000
27604,patrick-enrici,17,18,23000
27605,patrick-enrici,17,18,23000
27606,patrick-enrici,16,17,23000
27607,patrick-enrici,16,17,23000
27608,patrick-enrici,15,16,23000
27609,patrick-enrici,10,11,23000
27610,riccardo-dantoni,17,20,45000
27611,riccardo-dantoni,17,20,45000
27612,riccardo-picariello,19,21,23000
27613,riccardo-picariello,18,20,23000
27614,riccardo-picariello,17,19,23000
27615,riccardo-picariello,16,18,23000
27616,riccardo-picariello,14,16,23000
27617,riccardo-ricossa,20,21,23000
27618,riccardo-ricossa,19,20,23000
27619,riccardo-ricossa,18,19,23000
27620,riccardo-ricossa,17,18,23000
27621,riccardo-sganzerla,17,19,23000
27622,riccardo-sganzerla,17,19,23000
27623,riccardo-sganzerla,16,18,23000
27624,riccardo-sganzerla,16,18,23000
27625,riccardo-sganzerla,15,17,23000
27626,riccardo-sganzerla,15,17,23000
27627,riccardo-sganzerla,14,16,23000
27628,salvatore-sirigu,30,17,3600000
27629,salvatore-sirigu,30,17,3600000
27630,salvatore-sirigu,30,17,6300000
27631,salvatore-sirigu,30,17,6300000
27632,salvatore-sirigu,29,16,7200000
27633,salvatore-sirigu,24,11,9000000
27634,salvatore-sirigu,22,9,270000
27635,salvatore-sirigu,21,8,45000
27636,salvatore-sirigu,21,8,45000
27637,salvatore-sirigu,20,7,45000
27638,salvatore-sirigu,19,6,45000
27639,salvatore-sirigu,18,5,45000
27640,salvatore-sirigu,16,3,45000
27641,samir-ujkani,31,19,180000
27642,samir-ujkani,31,19,360000
27643,samir-ujkani,30,18,630000
27644,samir-ujkani,29,17,675000
27645,samir-ujkani,29,17,675000
27646,samir-ujkani,28,16,450000
27647,samir-ujkani,28,16,450000
27648,samir-ujkani,28,16,630000
27649,samir-ujkani,27,15,900000
27650,samir-ujkani,25,13,2250000
27651,samir-ujkani,25,13,3150000
27652,samir-ujkani,24,12,3150000
27653,samir-ujkani,23,11,900000
27654,samir-ujkani,23,11,900000
27655,samir-ujkani,21,9,270000
27656,samir-ujkani,19,7,45000
27657,samuele-lovaglio,18,20,45000
27658,samuele-lovaglio,17,19,45000
27659,samuele-lovaglio,17,19,45000
27660,samuele-lovaglio,16,18,45000
27661,samuele-lovaglio,16,18,45000
27662,samuele-lovaglio,15,17,45000
27663,sasa-lukic,22,18,1350000
27664,sasa-lukic,21,17,1980000
27665,sasa-lukic,20,16,630000
27666,sasa-lukic,18,14,630000
27667,sasa-lukic,17,13,630000
27668,sasa-lukic,17,13,630000
27669,simone-edera,22,19,900000
27670,simone-edera,22,19,1170000
27671,simone-edera,20,17,135000
27672,simone-edera,20,17,158000
27673,simone-edera,20,17,158000
27674,simone-edera,19,16,180000
27675,simone-edera,19,16,180000
27676,simone-edera,17,14,180000
27677,simone-edera,16,13,180000
27678,simone-verdi,28,20,11700000
27679,simone-verdi,28,20,11700000
27680,simone-verdi,27,19,20700000
27681,simone-verdi,26,18,22500000
27682,simone-verdi,24,16,1800000
27683,simone-verdi,24,16,1800000
27684,simone-verdi,24,16,2700000
27685,simone-verdi,24,16,2700000
27686,simone-verdi,23,15,2700000
27687,simone-verdi,23,15,2700000
27688,simone-verdi,23,15,2880000
27689,simone-verdi,22,14,2250000
27690,simone-verdi,22,14,900000
27691,simone-verdi,21,13,810000
27692,simone-verdi,21,13,450000
27693,simone-verdi,21,13,450000
27694,simone-verdi,19,11,360000
27695,simone-zaza,28,19,9000000
27696,simone-zaza,28,19,9000000
27697,simone-zaza,27,18,19800000
27698,simone-zaza,26,17,13500000
27699,simone-zaza,26,17,13500000
27700,simone-zaza,26,17,13500000
27701,simone-zaza,26,17,13500000
27702,simone-zaza,25,16,13500000
27703,simone-zaza,24,15,9900000
27704,simone-zaza,22,13,4050000
27705,simone-zaza,22,13,4050000
27706,simone-zaza,22,13,1350000
27707,simone-zaza,21,12,360000
27708,simone-zaza,21,12,360000
27709,simone-zaza,21,12,180000
27710,simone-zaza,21,11,180000
27711,simone-zaza,20,11,180000
27712,simone-zaza,19,10,90000
27713,simone-zaza,17,8,180000
27714,soualiho-meite,24,18,7200000
27715,soualiho-meite,24,18,7200000
27716,soualiho-meite,24,18,6300000
27717,soualiho-meite,23,17,6300000
27718,soualiho-meite,23,17,6300000
27719,soualiho-meite,23,17,6300000
27720,soualiho-meite,22,16,1130000
27721,soualiho-meite,19,13,1350000
27722,soualiho-meite,19,13,360000
27723,soualiho-meite,19,13,360000
27724,soualiho-meite,17,11,360000
27725,stefano-crivellaro,19,21,360000
27726,stefano-crivellaro,18,20,360000
27727,stefano-crivellaro,17,19,360000
27728,szymon-matysiak,19,21,360000
27729,szymon-matysiak,18,20,360000
27730,szymon-matysiak,17,19,360000
27731,szymon-matysiak,16,18,360000
27732,szymon-matysiak,16,18,360000
27733,szymon-matysiak,15,17,360000
27734,szymon-matysiak,14,16,360000
27735,thomas-fimognari,18,20,360000
27736,thomas-fimognari,18,20,360000
27737,thomas-fimognari,17,19,360000
